TEAM_ID,TEAM_NAME,TEAM_GP,TEAM_W,TEAM_L,TEAM_W_PCT,TEAM_MIN,TEAM_E_OFF_RATING,TEAM_OFF_RATING,TEAM_E_DEF_RATING,TEAM_DEF_RATING,TEAM_E_NET_RATING,TEAM_NET_RATING,TEAM_AST_PCT,TEAM_AST_TO,TEAM_AST_RATIO,TEAM_OREB_PCT,TEAM_DREB_PCT,TEAM_REB_PCT,TEAM_TM_TOV_PCT,TEAM_EFG_PCT,TEAM_TS_PCT,TEAM_E_PACE,TEAM_PACE,TEAM_PACE_PER40,TEAM_POSS,TEAM_PIE,SEASON,SEASON_START_YEAR,NEXT_SEASON_START_YEAR,NEXT_SEASON,OUTCOME_TEAM_ID,NEXT_SEASON_W_PCT,TARGET_NEXT_SEASON_CHANGE,DECLINE_RISK,TEAM_ABBREVIATION,PLAYER_QUALIFIED_COUNT,PLAYER_TOTAL_QUALIFIED_MINUTES,PLAYER_15_MPG_COUNT,PLAYER_25_MPG_COUNT,PLAYER_POSITIVE_NET_COUNT,PLAYER_MAX_PIE,PLAYER_MAX_USG_PCT,PLAYER_TOP1_MIN_SHARE,PLAYER_TOP3_MIN_SHARE,PLAYER_TOP5_MIN_SHARE,PLAYER_MW_AGE,PLAYER_MW_OFF_RATING,PLAYER_MW_DEF_RATING,PLAYER_MW_NET_RATING,PLAYER_MW_AST_PCT,PLAYER_MW_AST_TO,PLAYER_MW_AST_RATIO,PLAYER_MW_OREB_PCT,PLAYER_MW_DREB_PCT,PLAYER_MW_REB_PCT,PLAYER_MW_TM_TOV_PCT,PLAYER_MW_EFG_PCT,PLAYER_MW_TS_PCT,PLAYER_MW_USG_PCT,PLAYER_MW_PACE,PLAYER_MW_PIE,PLAYER_MW_PTS_PER_36,PLAYER_MW_REB_PER_36,PLAYER_MW_AST_PER_36,PLAYER_MW_TOV_PER_36,PLAYER_MW_STL_PER_36,PLAYER_MW_BLK_PER_36,PLAYER_MW_STD_AGE,PLAYER_MW_STD_PIE,PLAYER_MW_STD_USG_PCT,PLAYER_MW_STD_NET_RATING,PLAYER_MW_STD_TS_PCT
1610612737,Atlanta Hawks,82,56,26,0.683,3961.0,105.4,106.4,98.9,100.3,6.5,6.2,0.554,1.27,15.5,0.334,0.67,0.505,0.168,0.498,0.542,89.6,88.54,73.78,7304,0.539,1996-97,1996,1997,1997-98,1610612737,0.61,-0.073,1,ATL,11,19138.005,10,5,8,0.149,0.247,0.1637401599592015,0.4789126836017303,0.7468840142951159,29.33356576787044,106.00178289220844,99.137111113027,6.875990836035418,0.1413589488559544,1.368049520661462,15.281931946407164,0.0548405761206562,0.1214785442195603,0.08878304983548,12.06940864525848,0.5011965136909515,0.5442781972311116,0.193920518970847,88.9377717844676,0.1116217723146517,14.126864320497354,6.113489885701252,2.846064676020306,2.071062265894486,1.2716058962258605,0.7712402625038502,2.4364472562117228,0.0378294714464891,0.0421161318379362,4.665084670205824,0.0311935167967577
1610612738,Boston Celtics,82,15,67,0.183,3981.0,100.8,102.9,108.8,110.1,-8.0,-7.2,0.584,1.34,16.1,0.329,0.658,0.482,0.167,0.474,0.52,98.3,96.78,80.65,8014,0.434,1996-97,1996,1997,1997-98,1610612738,0.439,0.256,0,BOS,13,19092.056666666664,10,7,0,0.111,0.249,0.1567350784802824,0.4510557357449006,0.6979583306635203,26.07403384339421,102.03294336894388,108.8963554825681,-6.867759148350879,0.1492697657682069,1.403079953670087,16.13211693449475,0.0525926275272945,0.1188703196285645,0.0834546091332573,11.96977920311362,0.4750064850704927,0.5229012510787647,0.1992885836291079,97.8227906806618,0.0892086918521263,15.137604347497405,5.903816543599199,3.3167720537179783,2.353229973303034,1.500938348356743,0.5562522773432653,3.585419654754096,0.0172298586851848,0.0366642964279443,1.7459241489416253,0.0334940299560614
1610612766,Charlotte Hornets,82,54,28,0.659,3961.0,108.0,109.1,105.6,107.1,2.4,2.1,0.676,1.68,19.2,0.316,0.661,0.495,0.162,0.518,0.562,91.1,90.04,75.03,7429,0.528,1996-97,1996,1997,1997-98,1610612766,0.622,-0.037,0,CHH,10,17379.368333333336,7,5,9,0.149,0.268,0.1932761077526695,0.5374944102782407,0.7652553732054511,29.606968166564556,108.92457873181236,106.21828343205031,2.7062952997620453,0.168125594706597,1.827098541460224,19.90882948277464,0.05213563966316,0.1223435269655466,0.0889072117216381,11.001524527981982,0.5185098141752564,0.5595203006515101,0.199204547039061,90.43107737517502,0.1113519710775833,15.034378407117025,5.9739800669778855,3.759630312609176,2.0755645031594456,1.1040677446945952,0.6773548827676035,2.5679488893845908,0.0280600186729256,0.0400620185286106,2.0858819730364866,0.0379130139439162
1610612741,Chicago Bulls,82,69,13,0.841,3946.0,111.1,112.4,99.2,100.7,12.0,11.8,0.654,1.93,19.4,0.374,0.67,0.524,0.147,0.511,0.547,92.7,91.5,76.25,7522,0.586,1996-97,1996,1997,1997-98,1610612741,0.756,-0.0849999999999999,1,CHI,13,19579.74333333333,8,4,12,0.19,0.328,0.1587765110301922,0.4163314704670116,0.5999404486575667,31.24408500077376,111.3547626603209,99.45744564578052,11.877777389999835,0.1660324013440421,2.241688019233484,20.650507880338232,0.0631916977801718,0.1230795001058066,0.093374052145389,10.423198823001258,0.5088912948807808,0.5414979127237453,0.1954808743662455,92.54094148918874,0.1178799470983872,15.429824326944702,6.729403841351002,3.912615129616102,1.9526302949493888,1.3109467046129135,0.5993949869618652,3.685904789369648,0.0416475401922336,0.0728502449330664,3.330970951330582,0.0586983888699566
1610612739,Cleveland Cavaliers,82,42,40,0.512,3971.0,102.0,102.7,99.4,100.8,2.6,1.9,0.634,1.44,17.5,0.322,0.681,0.499,0.17,0.493,0.531,85.2,84.31,70.25,6983,0.512,1996-97,1996,1997,1997-98,1610612739,0.573,0.0609999999999999,0,CLE,10,19491.153333333332,7,6,6,0.159,0.275,0.1625059471425155,0.444598369927143,0.6990884411491982,27.27499056837068,101.71616189635436,99.62672090038797,2.0874152735275118,0.1598618237231044,1.5266450052724774,16.40896225398668,0.0515713076496585,0.127460432989599,0.0889733351677838,12.056261789536656,0.4987826572089285,0.5344109265981525,0.1940504873493034,85.17343819486652,0.1028935421300535,13.067466847352629,5.5853031443666925,3.084476273509384,2.0279969750379063,1.1857687231095957,0.5707204601882633,2.954172526712577,0.0360027816113278,0.0398458375300919,2.9831320117971685,0.0411759689649761
1610612742,Dallas Mavericks,82,24,58,0.293,3961.0,98.0,99.5,105.7,106.0,-7.7,-6.5,0.591,1.26,16.0,0.332,0.65,0.488,0.177,0.469,0.509,91.5,90.65,75.54,7464,0.448,1996-97,1996,1997,1997-98,1610612742,0.244,-0.0489999999999999,0,DAL,4,3959.955,2,2,0,0.09,0.212,0.5586789075465082,0.9022821387280074,1.0,30.377431477546253,98.54723336502562,105.13626034470931,-6.598798765810892,0.1839315438348836,1.7410681266159171,20.10916723380274,0.0304791977854967,0.0914491578818446,0.0601067604724464,12.160256661165764,0.4720007298062731,0.5052538122276642,0.1804545960749554,91.06091901296858,0.0788384918515488,12.20013863793907,4.090955579040672,3.790952169911022,2.236389049875567,1.2909237604972783,0.4181865703019353,6.033476747238671,0.0166177926087644,0.0266700135680804,2.4322483423257606,0.0167849576932788
1610612743,Denver Nuggets,82,21,61,0.256,3986.0,101.2,103.1,108.2,109.7,-7.0,-6.6,0.644,1.39,17.4,0.324,0.666,0.496,0.175,0.486,0.53,95.2,93.67,78.06,7776,0.461,1996-97,1996,1997,1997-98,1610612743,0.134,-0.122,1,DEN,6,13655.253333333332,6,5,0,0.112,0.278,0.2154578604180662,0.5936205016091487,0.8713186329266197,28.63557065705604,102.55704410219656,108.81277153164008,-6.253213537354123,0.0861145659204174,0.8883779246375512,9.881162768614567,0.0590292814047633,0.1413968263984361,0.1006695389027324,11.808469695179586,0.4889552133293756,0.5327639184528739,0.2015422544339468,94.11870282035537,0.0921016534295958,15.232818822353108,7.242047993250949,1.7663531690855976,2.027351622428096,0.8119951881766627,1.173174866034464,4.639343647727726,0.0150291727284566,0.0599725498033731,1.3163269014176295,0.0127504957788443
1610612765,Detroit Pistons,82,54,28,0.659,3966.0,107.9,108.5,101.3,102.6,6.6,5.9,0.55,1.49,16.1,0.302,0.675,0.492,0.146,0.512,0.554,86.9,86.09,71.74,7120,0.53,1996-97,1996,1997,1997-98,1610612765,0.451,-0.208,1,DET,10,18203.736666666664,8,5,9,0.195,0.28,0.1728736645827844,0.4996526354204568,0.7557570139903511,28.693359110702737,107.85320516611884,101.78237549580022,6.0990976944110935,0.14278810806426,1.546310611868882,14.87195693887757,0.0480675307322434,0.1238474724328576,0.0867112221098928,10.008468709995622,0.515034059032935,0.557957745854743,0.1971850183323167,86.69495417699041,0.1087458310299295,14.30211855771004,5.663892083694905,2.8418341216025067,1.7482125006935392,1.1074649325660428,0.5181353791648272,4.059061871026676,0.0433304128610083,0.0447569387560767,2.9583510981190284,0.0268580534768567
1610612744,Golden State Warriors,82,30,52,0.366,3981.0,104.1,105.3,108.9,110.3,-4.8,-5.0,0.608,1.29,16.8,0.347,0.648,0.497,0.182,0.493,0.543,94.7,93.58,77.98,7761,0.464,1996-97,1996,1997,1997-98,1610612744,0.232,-0.1339999999999999,1,GSW,10,16868.128333333334,8,4,0,0.137,0.268,0.1985860513866535,0.5433770215762922,0.7244141984928776,26.844537978279952,104.6226973808693,109.699047276239,-5.072676271038567,0.169245823262154,1.3924440302950032,17.158698440856462,0.0525694400791552,0.1143054165167702,0.0834409567471277,12.352651514290711,0.5005670813902788,0.5488438587881268,0.2053908347073085,94.5237106478026,0.1014831540784459,15.714132283200362,5.8007621276298496,3.617473070762544,2.529029845931336,1.1674087136915112,0.6167844940710179,4.465210431418424,0.0282702139655753,0.0410882339156861,1.8955597365374155,0.0598781213464429
1610612745,Houston Rockets,82,57,25,0.695,3971.0,105.8,107.5,101.4,102.8,4.4,4.7,0.663,1.47,18.7,0.318,0.692,0.514,0.178,0.52,0.56,94.1,92.73,77.27,7674,0.536,1996-97,1996,1997,1997-98,1610612745,0.5,-0.1949999999999999,1,HOU,12,18663.21166666667,11,6,10,0.17,0.306,0.1527417530048195,0.424692266702578,0.6541388419481569,31.023153392587748,106.5928704482535,101.73657729685146,4.856293151402039,0.1676243719931376,1.6486701708271538,19.66340533386224,0.0511401186130254,0.1289951110593951,0.0919160075789027,12.396130524873044,0.5258333151305594,0.5648680061050586,0.196889684224589,93.53556400126558,0.1090666826100938,15.026352645449466,6.42140281857526,3.713187271179746,2.407302708796012,1.267305993332516,0.6558356738707084,4.350929068683818,0.0380973130634583,0.0585199499024725,3.310956942582537,0.0494100230873435
